微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt,date,hour,date-hour
5063921281012390,六便士的小新,6641567914,f,2024-08-05 08:06:19,HarmonyOS设备,山西,一枚废柴的叨叨,False,,#陈丽君 偷歌#一遍道歉一遍鼓励粉丝继续撕，这是真的认错还是变相卖惨,0,0,1,30,2024-08-05,8,2024-08-05-08
5063921676062425,星辰万千_反深代词yyds,7764790030,f,2024-08-05 08:07:53,周深修狗的Android,重庆,周深唯✨🌟dw，多担丑拒（因为你蒸煮太丑而拒），会嘴一切骂我宝的人。是周深的小狗🐕。,True,超话粉丝大咖（周深超话） 微博剪辑视频博主,#陈丽君 偷歌#tui@陈丽君_点绛唇,1,0,0,655,2024-08-05,8,2024-08-05-08
5063921683923906,粥星的小凳子,7670405075,f,2024-08-05 08:07:55,iPhone 14 Plus,山东,毒唯，大毒唯,False,,#陈丽君 偷歌# #陈丽君# @陈丽君_点绛唇 直接点吧，姐姐，都混内🐟了，一边传播戏曲文化，一边偷歌替唱，不是tzn吗，不是优秀dy吗？上价值这块可给你玩的明明白白的，我看陈丽君分不清京剧和越剧，只想蹭热度的劲不挺足的啊，这个人设是没整明白是吧。请姐姐不要模糊重点，至始至终，你逮着zs一个人薅热度的时候，就没有想过这一天吗？什么平台，平台已经把你删了，这两年，无数次在短视频看到你们把《光亮》这两句洗成陈丽君得定风破，不要脸也得有个限度，请你粉丝闭好嘴，别上嘴唇碰下嘴唇💩就往外喷,7,0,0,62,2024-08-05,8,2024-08-05-08
5063921764143737,回忆一季花落,3214726873,m,2024-08-05 08:08:14,iPhone客户端,广东,终究是凡人，何必自命不凡,False,,#陈丽君 偷歌# 来来来，看看陈丽君粉丝的嘴有多硬。嗯，陈丽君自己都承认了侵权事实，粉丝还在说没有错，原唱眼红了，也不知道是谁多次在dy 上转发这歌不标注出处，原唱有什么蹭你家姐姐的事实吗，要不是多次黏着这个片段据为己有，谁愿意给你家贡献热度。,1,0,0,27,2024-08-05,8,2024-08-05-08
5063922303893862,wail馨无敌,1788775643,f,2024-08-05 08:10:22,Redmi 9A,内蒙古,,False,,#陈丽君 偷歌#这首歌名叫《光亮》，原唱周深，是纪录片《故宫》的主题曲，歌词中提到的“畅音阁”位于故宫内部，清朝时畅音阁长期演出的是京剧，这里要求唱的是京剧戏腔，而不是越剧。周深为唱《光亮》特地找的上海戏剧学院京剧老师学的京剧唱腔，定风波“莫听穿林打叶声”的后一句是“何妨吟啸且徐行”别记错了另外定风波的越剧没有这句词，再有，这是京剧的唱腔，越剧根本没有,6,1,1,378,2024-08-05,8,2024-08-05-08
5063922769461622,名字是太椅,7456898329,f,2024-08-05 08:12:13,Unknown,辽宁,啾咪,False,,#陈丽君 偷歌# 第一次见蒸煮滑跪了粉丝还在嘴硬的，那就帮粉丝科普下小姐姐从业事迹。您家姐姐怕不是当初学的双簧吧第一次听说替唱是“传承”呢🙄,2,0,0,143,2024-08-05,8,2024-08-05-08
5063922862525224,垃圾退-退-退-,6005550476,m,2024-08-05 08:12:36,Xiaomi 13 Ultra,陕西,,False,,#陈丽君 偷歌#京剧越剧是分不清的，版权意识是没有的，蹭是要蹭的，粉丝嘴是最硬的，正主道歉粉丝觉得没错， 林子大了什么鸟都有 定糊,0,0,0,157,2024-08-05,8,2024-08-05-08
5063923298207417,回忆一季花落,3214726873,m,2024-08-05 08:14:20,iPhone客户端,广东,终究是凡人，何必自命不凡,False,,#陈丽君 偷歌# 畅音阁都被整成粤剧了，牛啊牛啊,2,0,0,27,2024-08-05,8,2024-08-05-08
5063923461784952,向阳的大苹果,2124018853,f,2024-08-05 08:14:59,荣耀50 5G,黑龙江,,False,,#陈丽君 偷歌#自己cos古风女扮男，张嘴流行和戏腔混搭，拿别人当在猎奇呢？给越剧掉价。这次偷歌解释的是粉丝教的吧。粉丝在评论区阴阳怪气，还是恬不知耻啊,4,0,0,75,2024-08-05,8,2024-08-05-08
5063923627721113,春风酿酒-T,7902542629,f,2024-08-05 08:15:38,OPPO智能手机,湖南,想嘶,False,,#陈丽君 偷歌# 别再蹭了小姐姐是自己没有歌吗这么喜欢偷别人的?不尊重《定风波》作者苏轼，不尊重原曲作者钱雷老师，自己先做错事的不仅不知悔改反而倒打一耙说原唱粉丝正常维权为欺压你们，好大的脸啊小姐姐，京剧越剧都分不清还有脸自称越剧宣传人?可怜我们正常维权的还被人身攻击啊,3,0,0,31,2024-08-05,8,2024-08-05-08
5063923873088080,用月光打个蝴蝶结,2684320315,f,2024-08-05 08:16:37,iQOO Neo7,福建,玲珑骰子安红豆，入骨相思知不知。,False,,"#陈丽君 偷歌#真的要被陈丽君粉丝笑死了。

我说，白蛇系列1、2不管电影票房还是音源数据，都远超3，请问为什么要因为3破防？？？2的时候工作人员可就说过是因为贵所以可能请不起了。所以3为什么请陈，因为便宜啊。

还在嘴硬说姐姐好惨的，你们这次甩锅的主办方可是已经把那几句删了啊。

而且你家是第一次偷吗？那是几年来一直在偷啊。这次甩锅主办方，那之前的呢？你们打算甩锅给谁？

不管本人，还是工作人员，全在偷。怎么有脸觉得姐姐无辜的？

几年了，之前懒得搭理你们，这次倒好，直接贴脸开大呢，直接当着原唱的面偷。真猖狂啊。

请问你家姐姐都滑轨了，也让粉丝不要到处攻击了，怎么粉丝还在到处发癫啊？人身攻击张口就来，你们是当你姐姐在放p呢？还是你姐姐就吸你们这种低素质的文盲粉啊？

艺人文盲，毫无艺德，粉丝也是文盲，且素质低下。真是绝配 。",65,13,5,58,2024-08-05,8,2024-08-05-08
5063924065763433,春风酿酒-T,7902542629,f,2024-08-05 08:17:22,OPPO智能手机,湖南,想嘶,False,,#陈丽君 偷歌# 是这样的，实在顶不住压力了就轻飘飘的出来发个微博就当解决这事了？那无辜被你粉丝人身攻击的原唱到底做错了什么呢？你没个解释吗？@陈丽君_点绛唇,5,6,0,31,2024-08-05,8,2024-08-05-08
5063924108233689,猫猫-Charlie,6938335005,f,2024-08-05 08:17:33,HUAWEI Mate 60 Pro,陕西,一生只追一颗星星✨,False,,#陈丽君 偷歌# @陈丽君_点绛唇 技术一般，艺德低劣，人品不堪,5,0,0,34,2024-08-05,8,2024-08-05-08
5063924294883380,丨粒生米,7816961653,f,2024-08-05 08:18:18,iPhone XS Max,浙江,,False,,#陈丽君 偷歌#不是，我听了一遍陈丽君唱的，其实和《光亮》也没有很多一样啊，正主也道歉了，粉丝能不能消停一点，真服了，一觉醒来和自己姐姐成对家了,10,5,0,18,2024-08-05,8,2024-08-05-08
5063924778797079,垃圾退-退-退-,6005550476,m,2024-08-05 08:20:13,Xiaomi 13 Ultra,陕西,,False,,#陈丽君 偷歌# 欣赏一下陈丽君粉丝 君j 言论,5,2,0,157,2024-08-05,8,2024-08-05-08
5063924782995203,YLKSYX,1441569175,f,2024-08-05 08:20:14,Unknown,山东,逃避现实。 散粉，拒绝站队，更拒绝被站队。微博内所有内容仅代表自己，与他人无关。,False,,#陈丽君 偷歌# 不管版权在哪里，反正不在陈女士这里。 改名，模糊原名，抄袭好几次了。 别人不提就蹬鼻子上脸了。一而再再而三的偷窃。 在哪个圈就要尊重哪个圈的基本法。 而且著作权应该是每个文艺工作者就应该知道的。可能觉得抄两句打个擦边球别人不好追究吧。另外，糊坛规矩鄙视假唱,1,0,0,46,2024-08-05,8,2024-08-05-08
5063925007909298,楠楠星星眼之沙糖桔,7319436637,f,2024-08-05 08:21:07,iQOO Neo5 生而为赢,广西,欲做诸佛龙象，先做众生马牛,False,,现在引导粉丝撕！！最看不惯这种人！这种骚操作的明星都走不远#陈丽君 偷歌# //@漠北葫芦娃:太多次擦边球了，从来不提真实出处，模糊误导自己粉丝，真对陈丽君和团队厌烦了//@GJ一只路西菌:之前说无所谓名字了湖滩打擦边球一套一套的 评论配图,1,0,0,89,2024-08-05,8,2024-08-05-08
5063925068729451,C-929啾星系,6801211805,f,2024-08-05 08:21:22,Android,江苏,💙周深💙 做自己这件事没人比你做的更好,False,,#陈丽君 偷歌# 越剧表演者混淆越剧和京剧，嘴硬不承认偷歌，出事之后锅扔给主办方，想混内🐟就遵守规矩，小心侵权行为❗某些陈粉丝也别以为喜欢越剧歌手就高人一等，随意造谣。打着青年戏曲传播者的名号，行的却是小偷行为❗ 大爆曲«光亮»是由苏轼，苟璘作词，钱雷作曲，周深原唱，尊重版权❗❗❗,5,0,0,27,2024-08-05,8,2024-08-05-08
5063925116701406,看我白眼标准吗,5716100165,f,2024-08-05 08:21:34,微博轻享版,天津,,False,,蒸煮和粉丝嘴巴这么硬就是欠抽！还甩锅主办！主办都把你侵权的部分删了#陈丽君 偷歌#,5,0,0,15,2024-08-05,8,2024-08-05-08
5063925127450349,由鹤叻_,7040569655,f,2024-08-05 08:21:36,iPhone客户端,山东,这个人很无聊，没有简介,False,,#陈丽君 偷歌#,2,0,0,7,2024-08-05,8,2024-08-05-08
5063925651475606,卡不布叻陌陌,7882895426,m,2024-08-05 08:23:41,一加 Ace 2V 性能赢家,重庆,,False,,#陈丽君 偷歌#用民族伤痛来骂人，有人管管吗,8,0,0,1,2024-08-05,8,2024-08-05-08
5063925994881359,楠楠星星眼之沙糖桔,7319436637,f,2024-08-05 08:25:02,iQOO Neo5 生而为赢,广西,欲做诸佛龙象，先做众生马牛,False,,偷久了觉得是自己的了。至于粉丝，以前踢越剧圈，那可有成就感了，这不就来踢米姐了！！@陈丽君_点绛唇 #陈丽君 偷歌# //@总体动力上升:去年开始自己先辣菜的，现在反咬一口//@一直听Charlie唱歌:#陈丽君 偷歌#,3,0,1,89,2024-08-05,8,2024-08-05-08
5063926624815073,揪哪个星星好呢_,7413572049,m,2024-08-05 08:27:33,Xiaomi 14,广东,恋爱脑发作版_热恋期别管【镇魂【汇源过期了置顶搜着看吧【解放版,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌#偷歌真j,1,1,0,141,2024-08-05,8,2024-08-05-08
5063926712894595,楠楠星星眼之沙糖桔,7319436637,f,2024-08-05 08:27:54,iQOO Neo5 生而为赢,广西,欲做诸佛龙象，先做众生马牛,False,,她故意那么发的，心里想着粉丝撕呢！要打造白莲花人设对吧小姐姐@陈丽君_点绛唇 这样的我见蛮多。只能说粉丝好可怜呀#陈丽君 偷歌#,1,0,0,89,2024-08-05,8,2024-08-05-08
5063926808579278,深宝粥叻,7754590979,f,2024-08-05 08:28:17,OPPO A5,广西,就emmmm 普普通通，奇奇怪怪der 优秀且文明的生米hhh 祝周深一路生花🌷,False,,#陈丽君 偷歌# 苏轼去过畅音阁吗你就说是《定风波，小偷成性,2,0,0,5,2024-08-05,8,2024-08-05-08
5063926859172553,星迹深蓝,6786703040,f,2024-08-05 08:28:29,Unknown,辽宁,高三间歇性失踪,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌#,1,0,0,56,2024-08-05,8,2024-08-05-08
5063927132324710,努力活着的肯德基蛋挞,7896340006,f,2024-08-05 08:29:34,iQOO 9 未来电竞旗舰,北京,,False,,#陈丽君 偷歌#因为觉得版权方不会追究，所以觉得陈丽君可以偷歌的粉丝一枚啊,3,0,0,9,2024-08-05,8,2024-08-05-08
5063927142812560,Charlie的猫猫,7742236332,f,2024-08-05 08:29:37,OPPO A58x 5G,河南,“遗风固唐远，积德本周深”,False,,#陈丽君 偷歌# 《光亮》是钱雷作曲，周深原唱为紫禁城写的一首歌，却被陈丽君改名《定风波》并不表明出处，多次在舞台使用，粉丝还狡辩说戏腔是越剧的一部分，越剧里哪来的“畅音阁”陈丽君以及粉丝必须道歉（此外陈丽君还在dy说了《和光同尘》的歌词）,7,2,1,10,2024-08-05,8,2024-08-05-08
5063927386082961,回忆一季花落,3214726873,m,2024-08-05 08:30:35,iPhone客户端,广东,终究是凡人，何必自命不凡,False,,"#陈丽君 偷歌#
今晚米姐如此愤怒，在意的其实不是翻唱的问题，重点也不在于有没有版权翻唱，而是从23年开始，她就有意识地模糊概念，利用自己戏曲演员的身份，无视了京剧和越剧的差别，企图把光亮里面的一部分套用定风波的名头，偷成她自己的歌。
这种卑劣的行径，是有一定效果的。所以她尝到了甜头，还变本加厉，直到这次米姐忍无可忍。
她迫不得已发文道歉了，米姐不想和她拉扯粘上是正确的。但是米姐不要被她和她粉丝带着走了。这件事的本质是她在长达一年多的时间里一直企图把光亮里的戏腔偷成她自己的，而不仅仅是这次百花。
微博可能会告一段落，但是其他平台已经有不少在这一年里被骗住的人了，米姐该科普的还是要科普。",2,0,0,27,2024-08-05,8,2024-08-05-08
5063928147352681,刘旭阳_反深代词神专版,7317080259,f,2024-08-05 08:33:36,啾星香香被窝,山东,都曾呼吸狂奔 相爱支撑,False,,#陈丽君 偷歌#这就是你说的尊重版权？这也是主办方的问题？把别人的歌截了一段改了个名字就发出来了？这不是你干的？陈丽君你装什么呢？既然你自己都滑跪承认错误了 那怎不下架你这些偷来的音源？没脸没皮的,2,2,0,44,2024-08-05,8,2024-08-05-08
5063928171990607,古希腊忙着练琴的神,6686883629,f,2024-08-05 08:33:42,HUAWEI P30,江苏,爱是繁春里与万蝶对视的瞬息,False,,#陈丽君 偷歌#,0,0,0,14,2024-08-05,8,2024-08-05-08
5063928294409905,回忆一季花落,3214726873,m,2024-08-05 08:34:11,iPhone客户端,广东,终究是凡人，何必自命不凡,False,,"#陈丽君 偷歌#真的要被陈丽君粉丝笑死了。

我说，白蛇系列1、2不管电影票房还是音源数据，都远超3，请问为什么要因为3破防？？？2的时候工作人员可就说过是因为贵所以可能请不起了。所以3为什么请陈，因为便宜啊。

还在嘴硬说姐姐好惨的，你们这次甩锅的主办方可是已经把那几句删了你们知道吗",0,0,0,27,2024-08-05,8,2024-08-05-08
5063928438852091,潜入深海寻大鱼,7778209891,f,2024-08-05 08:34:46,vivo Z5全面实力派,广东,周深二专大卖大爆！！！ 学生米一粒呀【可能不常在线，消息没能及时回，望谅解】纯米，欢迎找我月月【成分复杂玩具了,False,,#陈丽君 偷歌# 主子@陈丽君_点绛唇 不要脸，粉丝更不要是吧，真是蛇鼠一窝呢//@土鸡蛋魔法_卡布变反深代词:@陈丽君_点绛唇 越剧京剧是分不清的，姬是要卖的，歌是要当面擦边偷的,3,0,0,170,2024-08-05,8,2024-08-05-08
5063928487349883,天空蓝色-天蓝色,7768030227,f,2024-08-05 08:34:57,iQOO Z3 性能先锋,河南,,False,,#陈丽君 偷歌#被举报了？没说什么吧，只是陈述偷歌的事实，非常生气，因为不是第一次，之前知道她偷和一些粉丝愤怒科普了一波后就没关注了，那时候还在越剧圈，炒cp和替唱，没想到现在还偷，在偷歌贼承认翻唱并未标原唱后，偷歌粉的言语又恶心到我了。真是给偷歌贼蹭了个大的。不关注了，给她眼神怕让她爽了，之前没理真是蹬鼻子上脸，才有现在还偷,3,0,1,4,2024-08-05,8,2024-08-05-08
5063928712790127,木又寸rr,6107860241,f,2024-08-05 08:35:50,OPPO Reno7 SE 5G,江西,⭐⭐,False,,#陈丽君 偷歌# 矮油这年头原唱维权还有罪了？？？,2,1,1,113,2024-08-05,8,2024-08-05-08
5063928757356209,点亮孩童的双眸,6489628090,f,2024-08-05 08:36:02,OPPO智能手机,江苏,有你的每天都是快乐的,False,,#陈丽君 偷歌#从没见过这么厚颜无耻的人群，自己错在先，还rsgj别人。以前翻唱还拉踩原唱我们都忍了，这次直接偷成自己的，陈丽君以前无感，现在就一身黑,3,1,1,14,2024-08-05,8,2024-08-05-08
5063928964448501,回忆一季花落,3214726873,m,2024-08-05 08:36:51,iPhone客户端,广东,终究是凡人，何必自命不凡,False,,#陈丽君 偷歌#真是会避重就轻啊……您那是没标原唱的事嘛？您那是把人家歌名给改了，也不标明出处，而且是这两年一直这么干！现在不好甩锅节目组之后，就出来滑轨……粉丝还嚷嚷让受害者道歉……,2,0,0,27,2024-08-05,8,2024-08-05-08
5063929007179851,幸福的璐璐宝宝929,2514298680,f,2024-08-05 08:37:01,Xiaomi 12S Pro,天津,,True,娱乐博主 超话粉丝大咖（周深超话）,#陈丽君 偷歌# 《光亮》这首歌是纪录片《紫禁城》的主题曲，作曲钱雷，陈丽君不能因为钱雷是幕后作曲，就欺负人，偷人家写的歌，改个名字说成是自己的歌吧？陈丽君也知道这歌是周深原唱周深唱火的，要不然为什么没完没了翻唱这首？翻唱几次了，从来没标过原作原唱，还误导大家，太不尊重原创作者了吧？,3,1,0,4211,2024-08-05,8,2024-08-05-08
5063929164465030,DayDreamc_327,3289549557,f,2024-08-05 08:37:39,iPhone客户端,广东,,False,,#陈丽君 偷歌#说真的，不是你这波骚操作都不知要你是谁……人还是珍惜自己的羽毛好……,3,1,1,9,2024-08-05,8,2024-08-05-08
5063929165776973,清泉石上流叮铃铃,7544212270,f,2024-08-05 08:37:39,Redmi Note 12T Pro,广东,周深毒唯，爱看各种乱七八糟的东西的杂食党【周深天天开心🥰】【自证请搜“本人自证”】,False,,偷顺手了是吧#陈丽君 偷歌# @陈丽君_点绛唇,1,2,0,128,2024-08-05,8,2024-08-05-08
5063929527010026,彩彩向前冲,5343833951,f,2024-08-05 08:39:04,OPPO A93 5G,四川,,False,,#陈丽君 偷歌#,1,0,0,31,2024-08-05,8,2024-08-05-08
5063929530945920,卡布叻_周晚柠,7872755310,f,2024-08-05 08:39:06,荣耀X50 Pro,河南,生米～,False,,#陈丽君 偷歌#哇好厉害啊自己家正主偷歌还骂上我们了好有素质哦～,2,2,1,9,2024-08-05,8,2024-08-05-08
5063929633966033,揪心的米,6532630957,f,2024-08-05 08:39:31,荣耀20S,河南,,False,,陈粉丝理直气壮支持偷歌行为，正主都下场道歉了，这是要干吗？#陈丽君 偷歌#,2,0,0,9,2024-08-05,8,2024-08-05-08
5063929728862873,吃一口啾星,7773241116,m,2024-08-05 08:39:53,OPPO Reno7 5G,浙江,,False,,#陈丽君 偷歌#@陈丽君_点绛唇 一说偷歌事实你家粉丝就说你是小女孩，你就是这样管你的粉丝的吗？道歉也得道全吧，不止这次之前在短视频上翻唱周深的《光亮》依旧标注定风波，不要以为你糊大家就不知道了，请你把之前在短视频上的行为也进行道歉,5,1,0,8,2024-08-05,8,2024-08-05-08
5063929760056619,抱住星星不放手,6131875776,m,2024-08-05 08:40:01,Xiaomi 13,广西,不与杀比当同担。烂人会被我自动开除粉籍,False,,陈丽君粉丝觉得唱了《流浪地球》《小美满》《解密》这种大制作电影的ost还会在乎什么白蛇吗？。。。想当年白蛇2的时候导演还感恩戴德说是小深主动降薪酬来帮忙呢，结果你们还蹬鼻子上脸上了瞧你们没吃过好饭的穷酸样#陈丽君 偷歌# 虽然但是《问花》确实秒了,4,0,0,26,2024-08-05,8,2024-08-05-08
5063929891393854,向阳的大苹果,2124018853,f,2024-08-05 08:40:32,荣耀50 5G,黑龙江,,False,,#陈丽君 偷歌#人品是天生的，伪装的再好也会因为利益面前露馅的,2,0,0,75,2024-08-05,8,2024-08-05-08
5063930129155370,回忆一季花落,3214726873,m,2024-08-05 08:41:29,iPhone客户端,广东,终究是凡人，何必自命不凡,False,,#陈丽君 偷歌# 嘴硬看看，嘴硬看看,0,0,0,27,2024-08-05,8,2024-08-05-08
5063930265208888,刘旭阳_反深代词神专版,7317080259,f,2024-08-05 08:42:01,啾星香香被窝,山东,都曾呼吸狂奔 相爱支撑,False,,#陈丽君 偷歌#投诉我干什么 我说的不对吗 还是戳你肺管子了？要不说说替唱的事？,1,0,0,44,2024-08-05,8,2024-08-05-08
5063930441369941,Fishssia,6668206735,m,2024-08-05 08:42:43,HUAWEI P50 Pro,江苏,,False,,#陈丽君 偷歌# 没文化真可怕,1,0,0,1,2024-08-05,8,2024-08-05-08
5063930475708862,蹦蹦跳跳的米子,6000453748,f,2024-08-05 08:42:50,iPhone客户端,四川,,False,,糊作非为#陈丽君 偷歌#,0,0,0,38,2024-08-05,8,2024-08-05-08
5063930743884150,星星落入兜里叻_反深代词大爆,6660181583,f,2024-08-05 08:43:55,iPhone 13,河北,永远不要忘记自己有光，也永远不要忘记自己有梦,False,,#陈丽君 偷歌#,1,0,0,16,2024-08-05,8,2024-08-05-08
5063931061863317,猫猫-Charlie,6938335005,f,2024-08-05 08:45:11,HUAWEI Mate 60 Pro,陕西,一生只追一颗星星✨,False,,#陈丽君 偷歌# 陈丽君粉丝素质低劣,0,0,0,34,2024-08-05,8,2024-08-05-08
5063931104593665,天糖鸟paradise_备战考研版,5653053589,m,2024-08-05 08:45:21,小深买的Android,重庆,周而复始，深爱不止,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 抱人转圈是啥啊？没听说过《偷歌》，《爱蹭》倒是听说了,1,0,0,130,2024-08-05,8,2024-08-05-08
5063931118748323,回忆一季花落,3214726873,m,2024-08-05 08:45:25,iPhone客户端,广东,终究是凡人，何必自命不凡,False,,#陈丽君 偷歌# 他们怎么还没完没了的，对无辜者恶语相向还要求对方道歉。对偷歌者“宝宝你没错”。我把你东西随便拿了用得很开心，再把你臭骂一顿，然后委屈得说你怎么骂我你给我道歉，你同意吗？,3,1,0,27,2024-08-05,8,2024-08-05-08
5063931181924489,周深深今天有好好吃饭吗_,6337473024,f,2024-08-05 08:45:39,nova4e 3200W立体美颜,辽宁,朝时痕榕雨,True,超话粉丝大咖（周深超话）,#陈丽君定风波#钱雷一觉醒来成古代人了#陈丽君 偷歌#,2,0,0,59,2024-08-05,8,2024-08-05-08
5063931435683492,祈莹呐,6467216730,f,2024-08-05 08:46:40,nova7你在焦点在,陕西,若巨浪已淹没了来路，我是帆，亦是舟,False,,#陈丽君 偷歌#仗糊行凶好贴切哈哈哈哈哈,1,0,0,27,2024-08-05,8,2024-08-05-08
5063931577505487,垃圾退-退-退-,6005550476,m,2024-08-05 08:47:14,Xiaomi 13 Ultra,陕西,,False,,#陈丽君 偷歌# 小偷陈丽君！管好你的粉丝！小偷陈丽君！管好你的粉丝！小偷陈丽君！管好你的粉丝！小偷陈丽君！管好你的粉丝！小偷陈丽君！管好你的粉丝！小偷陈丽君！管好你的粉丝！小偷陈丽君！管好你的粉丝！,0,0,0,157,2024-08-05,8,2024-08-05-08
5063932077408987,Redamancy_芝士听雪,7738700654,f,2024-08-05 08:49:13,iPhone 14 Pro,广东,嘿！少管我！All For Charlie_ 9.29Hz,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌#记住了 昨晚和今天是你让我流量最高的时候@陈丽君_点绛唇 你人还没歌的流量高🙄别来蹭热度,6,0,0,237,2024-08-05,8,2024-08-05-08
5063932206907996,丨星点点-月团团丨,7332695985,f,2024-08-05 08:49:44,卡啵啦Android,湖北,世上有温柔的灵魂 像萤火飞舞夜深,False,,#陈丽君 偷歌# 希望他们知道，小偷被抓住偷的行为叫她小偷这不叫骂，只是指出事实罢了，但是像他们那样上来就是人身攻击造谣辱骂泼脏水一条龙，才是真正的没素质，蒸煮没道德偷，粉丝没素质骂，锁死,3,0,0,1,2024-08-05,8,2024-08-05-08
5063932224733790,大号酒葫芦,7896108640,m,2024-08-05 08:49:48,K30S 至尊纪念版,辽宁,,False,,#陈丽君 偷歌#这位擅长偷歌的大姐都有什么代表作呀！昨天我还没听过这个名字呢，今天算是被她蹭到了，翻唱不可耻，偷歌可耻，你这不仅仅是偷歌这是明抢啊！麻烦请尊重一下原唱和原创。,1,0,0,1,2024-08-05,8,2024-08-05-08
5063932553463084,ss优秀无上限s,5892968867,m,2024-08-05 08:51:07,HUAWEI P30 Pro,四川,,False,,#陈丽君 偷歌# 偷歌姐//@Julius_017:#陈丽君 偷歌#欢迎翻唱，但偷歌还是惯犯，你艺术生涯走到头了，偷歌姐！,0,0,0,20,2024-08-05,8,2024-08-05-08
5063932872229059,喝生椰拿铁不要拿铁,7480481514,f,2024-08-05 08:52:22,Unknown,天津,庭院深深深几许,False,,#陈丽君 偷歌# 姐姐你别着急怎么说着说着还急起来了。不知道的以为你是什么没素质的人。答应我下次回复记得带好🧠、证据和你的语言能力，别一天天就知道出来骂人。好嘛。//@星cheng君:nc//@喝生椰拿铁不要拿铁:？那么爱找主办方？可是她前两句的片段已经被删了啊。我找主办方干嘛。又不是主办方拿刀架她脖子上逼她唱的👉👈。//@星cheng君:矮人粉去找主办方//@喝生椰拿铁不要拿铁:就这么直接的跨界了//@一粒小猫蘸辣椒://@偷走小猪屁屁:陈丽君还好意思说自己是越剧演员呢？把京剧改成越剧读音就是越剧,2,0,0,9,2024-08-05,8,2024-08-05-08
5063933017459902,leemoyamomo,6459639538,f,2024-08-05 08:52:57,iPhone 11,重庆,,False,,截图贴出来，tag带起来，真的给她能的。没见过这么糊还这么嚣张的#陈丽君 偷歌#,0,0,0,7,2024-08-05,8,2024-08-05-08
5063933113664858,把数学试卷撕了喂体育老师,7817915290,f,2024-08-05 08:53:20,iPhone客户端,江西,,False,,屎#陈丽君 偷歌#,0,0,0,5,2024-08-05,8,2024-08-05-08
5063933123892445,造访不如安眠,5379558727,f,2024-08-05 08:53:23,Unknown,河北,热爱所向披靡，那就欢天喜地！,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 偷歌咖滚，光亮在未正式发行之前就已经在抖/音大火了，q音也是200w+收藏的大爆曲，什么时候需要你帮忙上央视了？文艺工作者连这点版权意识都没有，你还挺有理的？@陈丽君_点绛唇,4,0,0,59,2024-08-05,8,2024-08-05-08
5063933176580161,萤火飞舞夜深zs,7834036168,m,2024-08-05 08:53:35,HUAWEI Mate 60,广东,我深,False,,#陈丽君 偷歌##陈丽君 偷歌#小偷陈丽君管好你的癫粉@陈丽君_点绛唇 糊糊热度还没有我们的歌大，就是爱蹭,2,1,0,528,2024-08-05,8,2024-08-05-08
5063933288776173,一一_zVSK,7737841106,f,2024-08-05 08:54:02,vivo Y76s,河北,💙风雨同周，深情不移💙,False,,#陈丽君 偷歌#管好你家小迷妹,0,0,0,5,2024-08-05,8,2024-08-05-08
5063933322857378,楚客行舟_无墙头版,7259823814,f,2024-08-05 08:54:10,微博手机版,湖南,嗯？你也知道周深的新专辑《反深代词》超好听和周深十周年巡回演唱会官宣了啊,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌#这姐原来是偷歌惯犯了 不仅如此还钟情于京剧偷 偷完秒变越剧 也没人告诉我她这么爱促进地方戏剧融合啊,3,0,0,928,2024-08-05,8,2024-08-05-08
5063933377642540,99here反深代词仙品版,1140589921,f,2024-08-05 08:54:22,微博网页版,浙江,只为那一颗独一无二的星星驻足✨   ️⚠️多担请别来关注我哈🙂,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# //@秦沐雨er:回旋镖速度确实快,0,0,31,1181,2024-08-05,8,2024-08-05-08
5063933499019326,人间烟火想诱拐天上啾星,7743902262,f,2024-08-05 08:54:52,vivo S16,四川,不怎么玩微博~下微博就是为了打卡~,False,,#陈丽君 偷歌#这个小姐姐当面假唱的事闹得沸沸扬扬，都震惊我了，当时就觉得她不要face，现在还这样,2,0,0,17,2024-08-05,8,2024-08-05-08
5063933696934346,秦沐雨er,5850940655,f,2024-08-05 08:55:39,周深宝贝所愿皆成真,湖北,愿你无忧无虑，自在歌唱。,True,超话主持人（卡布叻周深超话） 微博原创视频博主,以后各平台再看到就继续科普偷歌贼事迹咯 #陈丽君 偷歌#,12,0,4,1.1万,2024-08-05,8,2024-08-05-08
5063933766928170,Indigo好耶,7877028497,f,2024-08-05 08:55:56,HUAWEI Mate 60,广东,有关必回,False,,#陈丽君 偷歌#偷歌咖陈丽君！麦麸咖陈丽君！惯偷了@陈丽君_点绛唇,0,0,0,372,2024-08-05,8,2024-08-05-08
