微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt,date,hour,date-hour
5063833595151112,草莓要努力叻,2871014414,f,2024-08-05 02:17:53,iQOO Neo7 竞速版,四川,情不知所起，一往而深。,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌##陈丽君 偷歌#除了爱偷歌，这位体制内优秀党员干部放下本职工作，出去跑节目给了报酬算不算接私活渎职呢？一边享受体制内的稳定待遇和公共财政拨付的工资，一边又参与娱乐圈活动跑节目、接代言等，并获得高额报酬，这算不算对公共资源的浪费和滥用啊，人民群众真的同意吗？还要直女卖姬，算不算违背体制内的主流价值观呢？ @陈丽君_点绛唇,5,0,1,221,2024-08-05,2,2024-08-05-02
5063833787302241,风筝叻,7766314856,f,2024-08-05 02:18:39,vivo X90s,安徽,,False,,#周深#第一次听说故宫用越剧唱，准备南北合流大义灭自己流派吗@陈丽君_点绛唇 而且您不觉得自己的流派和流行音乐里的京腔太相似了吗#陈丽君 偷歌#,1,0,0,43,2024-08-05,2,2024-08-05-02
5063833846548965,拈花_日记,1873474402,f,2024-08-05 02:18:53,iPhone客户端,福建,。,False,,#陈丽君 偷歌# 这什么糊比啊……我去！ 有什么代表作啊？ 人得要脸，不能因为没代表作就去偷别人的哈！ 受不了，又是被迫认识糊比的一天！,2,0,1,20,2024-08-05,2,2024-08-05-02
5063833853100800,乐乐乐乐大侠,6018911833,f,2024-08-05 02:18:55,微博轻享版,湖南,,False,,#陈丽君 偷歌# 陈丽君粉丝怎么有脸造谣辱骂原唱的，粉随蒸煮，又文盲又无耻，陈丽君粉丝骂人一句，孽力反噬给陈丽君减寿一年,2,3,2,670,2024-08-05,2,2024-08-05-02
5063833871188106,默默飞行的风,7403159507,m,2024-08-05 02:18:58,Android,广东,,False,,#陈丽君 偷歌# 还是#陈丽君 抄袭# //@岑嵛_过载版:#陈丽君 偷歌# 啧啧啧//@低头风来:#陈丽君 偷歌# 牛逼//@dianc1:越扒越有//@浅尝一口粥可可_路人版:@陈丽君_点绛唇 我请问呢#陈丽君 偷歌# //@吃猫的水煮鱼:#陈丽君 偷歌# 不是？这……这还嘴硬啥啊？陈丽君抄袭和偷歌选一个吧@陈丽君_点绛唇,0,0,0,86,2024-08-05,2,2024-08-05-02
5063833929910527,我会说什么你好啊,7378685437,f,2024-08-05 02:19:13,HUAWEI P40 Pro+ 5G,湖北,周深唯粉,False,,哈哈哈哈哈哈哈哈哈陈丽君粉丝，恼羞成怒知道自己有问题只能造谣撒泼，来看看你粉丝咯@陈丽君_点绛唇 #陈丽君 偷歌# //@卡夫卡卡的熊熊,0,0,0,1,2024-08-05,2,2024-08-05-02
5063834047612106,卡布叻_橘嫑嫑,7856478269,f,2024-08-05 02:19:41,周深超话,广东,好好学习见周深！,False,,#陈丽君 偷歌#笑死我了周深《光亮》火到什么程度不知道吗？上了多少次央视你们心里清楚。。在这里瞎吹什么啊。。笑死我了乐子，翻唱就是翻的，你还叫啥啊。。周深,25,24,1,8,2024-08-05,2,2024-08-05-02
5063834077758965,以光相赴叻,6486933966,f,2024-08-05 02:19:48,iPhone X,山西,爱我们的人爱的是真正的我们,False,,#陈丽君 偷歌# 原来你们知道啊！,6,0,1,42,2024-08-05,2,2024-08-05-02
5063834222200555,我会说什么你好啊,7378685437,f,2024-08-05 02:20:23,HUAWEI P40 Pro+ 5G,湖北,周深唯粉,False,,#陈丽君 偷歌# 使不得哈 谁不是从无到有 糊不是你发疯的理由我深还是个体户呢 你和陈丽君粉丝讲道理讲证据 陈丽君粉丝和你玩造谣撒泼 你说东她答西,4,0,2,1,2024-08-05,2,2024-08-05-02
5063834400194711,数学我手拿巴掐,7892551897,f,2024-08-05 02:21:04,iPhone客户端,内蒙古,🫠,False,,#陈丽君 偷歌# 所以非遗传承人陈大姨没有版权意识，也不懂尊重人啊偷了歌就当自己的，要脸吗我请问？多脏心烂肺的人干出这事儿啊…,0,0,0,1,2024-08-05,2,2024-08-05-02
5063834528384307,哎嘛瞅啥vhahdbfjxs,5863753705,f,2024-08-05 02:21:36,真我GT2,福建,,False,,#陈丽君 偷歌#破站上六公主已经把你姐姐那两句剪了，请各大平台警惕和无德艺人合作,9,0,1,14,2024-08-05,2,2024-08-05-02
5063834551190474,咔咔咔啵啵啵啦啦啦,7884425964,m,2024-08-05 02:21:41,iQOO Neo7,湖北,,False,,#陈丽君 偷歌#有意思哦,9,0,1,21,2024-08-05,2,2024-08-05-02
5063834660242117,蜗牛要精致哟,6755807239,f,2024-08-05 02:22:07,HUAWEI P50,吉林,唯爱啾星星！！！不接受多担！！！,False,,#陈丽君 偷歌##陈丽君# @陈丽君_点绛唇 你的粉丝在疯狂人身攻击，为自己出口成脏而沾沾自喜。你这个文艺传播者起到的带头作用真好啊！！上行下效！！有样学样！！希望陈丽君粉丝以后都像“挂姐”一样优秀！！！偷不了就抢，说不过就骂！,5,0,1,44,2024-08-05,2,2024-08-05-02
5063834691699247,鹅大仙带你停药带你飞,5017872508,f,2024-08-05 02:22:15,iPhone客户端,辽宁,风雨同周 深情不移💙💙💙,False,,#周深# #陈丽君 偷歌#,1,0,1,45,2024-08-05,2,2024-08-05-02
5063834706380859,丨星点点-月团团丨,7332695985,f,2024-08-05 02:22:18,卡啵啦Android,湖北,世上有温柔的灵魂 像萤火飞舞夜深,False,,@是曹萌萌_嬷嬷 怎么还破防了，实话实说而已，再发一遍，你担假唱不敢开麦你倒是挺敢开麦，要是她能和你一样自信就好了，不过到时候估计就不是长达两年的偷偷行为而是直接明抢了 #陈丽君 偷歌#,10,0,1,1,2024-08-05,2,2024-08-05-02
5063834729448766,周小深熬粥粥,7447194132,f,2024-08-05 02:22:24,iPhone客户端,广东,卡布所在音之天籁    风雨同周深情不移           迢迢千盏繁星，盈盈一川银河.,False,,#周深# #陈丽君 偷歌# 看清楚//@低头风来:#陈丽君 偷歌# 光亮原创曲，现代人作曲，能不能别偷了@陈丽君_点绛唇,2,0,0,28,2024-08-05,2,2024-08-05-02
5063834840597254,o鲥鱼多刺o,5769253764,f,2024-08-05 02:22:50,iPhone 15 Pro,河北,他光芒万丈，势不可挡！,False,,#陈丽君 偷歌#,0,0,0,142,2024-08-05,2,2024-08-05-02
5063834876510567,柯柯和我,1035540013,f,2024-08-05 02:22:59,iQOO Neo7,上海,,False,,#陈丽君 偷歌# 戏曲作品我印象最深的是B站推的粤剧电影《白蛇》，那才是真正传承戏曲的好作品，服化道很好，唱念做打基本功极佳，剧情也很好，我一不喜欢粤剧的看得津津有味。推荐这位陈姐姐粉丝去认真观摩，找找和人家的差距，看看人家那舞剑的身段和功夫，就知道你家正主的真实水平了。,9,4,0,75,2024-08-05,2,2024-08-05-02
5063834899581882,米奇叻叻,7892861939,f,2024-08-05 02:23:04,Unknown,新疆,是周深的狗叻～,False,,#陈丽君 偷歌#你真的是文盲，苏轼听了都得气醒,6,0,1,30,2024-08-05,2,2024-08-05-02
5063834903512534,纯文学叻_,7859365530,f,2024-08-05 02:23:05,周深被窝_iPhone客户端,江苏,周深永远是我最可爱的宝宝！我以渺小爱你🥰！                   详细请看置顶哦,True,微博原创视频博主,#陈丽君 偷歌# 苏轼直接穿越到畅音阁了 ，钱雷老师一觉起来成古人了，建议你们还是多读书，别突然此地无银三百两，时隔一年今晚才加原唱。 另外：没有我们光亮我都不认识你们呢，你们不会觉得资源能超过我们吧,11,1,1,1409,2024-08-05,2,2024-08-05-02
5063835000505792,黑色空白8,2922341303,f,2024-08-05 02:23:28,HUAWEI Mate 40 Pro,江苏,,False,,#陈丽君##陈丽君 偷歌# @陈丽君_点绛唇 请让你嘴脏素质低下的粉丝给周深道歉,17,0,1,31,2024-08-05,2,2024-08-05-02
5063835046904808,风筝叻,7766314856,f,2024-08-05 02:23:39,vivo X90s,安徽,,False,,#周深#首先，《光亮》是多次登上央视等主流媒体舞台，其次，我寻思着你们亲爱的定风波也不是第一次借鉴《光亮》了吧，怎么这么久了才想起来写借鉴呢。说你们反应快吧，怎么这么多次都想不起来，说你们反应慢吧，今晚上这么就能紧急“补救”了呢@陈丽君_点绛唇 #陈丽君 偷歌# 你的团队，速度挺薛定谔啊,6,0,1,43,2024-08-05,2,2024-08-05-02
5063835222542202,咖啡不加糖fighting,6421753878,f,2024-08-05 02:24:21,华为畅享10,河北,,False,,#陈丽君 偷歌#说到底陈丽君这次偷歌也算成功，不然还不知道有这号人呢，真恶心,0,1,0,23,2024-08-05,2,2024-08-05-02
5063835234338758,呱呱铭酱不是蛙,7723970885,m,2024-08-05 02:24:24,iQOO Neo7,辽宁,别关注我！！我只是一只打工蛙，蛙蛙爱岗敬业，蛙蛙遵纪守法，蛙蛙什么都不知道……,False,,"#陈丽君 偷歌#
p1这是陈丽君家粉丝自己做的澄清图，所以你们本来就清楚的知道，这两句戏腔就是来自于光亮原曲。所以一开始我们指出问题的时候，你们在嘴硬什么？

p2陈丽君本人听过并且使用过光亮原曲。所以她不可能不知道自己在唱什么。

p3粉丝亲口承认已听出是钱磊作曲。你看这不是知道吗这是什么歌吗？

那么我请问，此前陈丽君本人上传翻唱版本不但改名，还对原唱只字未提的时候在想什么？

粉丝在各个平台留言说光亮才是翻唱的时候在想什么？

偷没偷，这不是比光头上的虱子还明显吗？

当一个新人歌手新起步的时候，她缺乏个人代表作，缺乏资源，会选择一些大热歌曲翻唱，来获得知名度，我是可以理解的。

只要她是光明正大的，合法活的授权许可进行翻唱。我支持任何人去选择这样的途径去发展。并且，内鱼的大部分歌手的成名之路都是如此。这没什么不体面的。

但唯独，不能去偷。

无版权翻唱不标注原唱，还刻意改名粉丝打配合，误导听众你才是原唱，让苏轼老人家穿越六百年写出畅音阁。这不仅是道德问题，这是法盲+文盲。

我们内鱼音乐产业用了几十年，才刚刚从蛮荒的盗版时代走出来，看到一点点希望。

陈作为这个行业的从业者，不仅对版权没有一点点的尊重，还在明知道歌曲有版权风险的情况下，并未主动告知主办方进行报备和标注。事后造成的舆论发酵，确实应该是她本人的团队来承担。

粉丝不要在这给我顾左而言他的扯什么性别，卖惨什么个体户。

我想要的是，请你们停止侵权和造谣。

至于陈女士，光亮你想唱随时都可以，只要合法获得授权，并且光磊落说是翻唱就好了。",82,8,11,2399,2024-08-05,2,2024-08-05-02
