,微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt
132,5064885883111064,线球猫,2380183050,f,2024-08-07 23:59:18,反深代词Android,河北,你以为他在歌颂宇宙吟唱万物，其实他在说爱你,True,超话粉丝大咖（周深超话） 问答答主,#陈丽君回复周深粉丝# 这么喜欢周深粉丝那来听听大合唱吧，希望某位小姐姐的歌唱水平别再下降，万一连粉丝大合唱都比不过的话，得多丢“传统艺术”的人啊？（诶？现在比过了吗？好像也不怎么确定啊） 张三朵L的微博视频,22,2,4,101
133,5064885899887841,安安兔安安兔,1834881062,f,2024-08-07 23:59:22,深深爱你～Android,云南,幸福不是终点，它一直在路上。,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝# 哎呀，前三字咱们也不认识，大晚上的，来听听周深晚安吧！@卡布叻_周深 2021.1.10 无所畏惧MV 球球大作战的微博视频,6,1,0,569
134,5064886008680250,AI星舰_929Hz版,7415353940,f,2024-08-07 23:59:48,vivo X100s,广东,微博只用来吸深v(◦'ωˉ◦)~♡ 单机追🌟 不是小🎺懒得找人互关而已,False,,#陈丽君回复周深粉丝# 咋天天关注周深和周深粉丝呢？ 那不如一起走进影院看看由周深演唱同名主题曲的暑期悬疑大制作👉电影《解密》吧#周深献唱电影解密主题曲#,4,0,0,33
135,5064886118257299,Gillian立gei,5355738926,f,2024-08-08 00:00:14,周深超话,广东,@卡布叻_周深,True,娱乐博主 超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝# ？？ 这人谁啊？？？不认识没听过 还是来看看周深演唱会《小美满》大合唱吧！！ 南京演唱会门票没抢到！！好想再去现场大合唱Gillian立gei的微博视频,1808,256,331,4.3万
136,5064886212101259,我产品很久没有在地球出现了,5592321879,m,2024-08-08 00:00:37,Android,四川,你們是真的，我磕一下怎麼了，本來就是真的,True,超话粉丝大咖（珊璐十八弯超话）,#陈丽君回复周深粉丝# 周光亮管好你家粉丝,76,4,1,6.3万
137,5064886245659233,安安兔安安兔,1834881062,f,2024-08-08 00:00:45,深深爱你～Android,云南,幸福不是终点，它一直在路上。,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝# 听深深的歌，治愈生活，治愈自己，治愈他人💕@卡布叻_周深 晚安💤！2018.05.29“深空间”个人巡演武汉站 | 《无关》 周深资讯站的微博视频,1,0,0,569
138,5064886648307829,甜丝细雨,6156631267,f,2024-08-08 00:02:20,Xiaomi 13,北京,黑暗中的眼睛～～,False,,#陈丽君回复周深粉丝#到底是什么情况啊，看了好几天了，陈丽君不是把光亮写成定风波吗？这就是道个歉就解决的事情，至于吵到现在吗？我看她也道歉了啊，陈丽君粉丝还在骂什么呢，这个时候不是不出声让这个热度过去最好吗，本来就是你们不占理，还硬要说人家周深是错的，哪来的道理骂原唱啊？？人家周深是原唱诶,322,54,2,121
139,5064886650145498,青丝青城云胡不喜,5515131851,m,2024-08-08 00:02:21,HUAWEI Mate 60 Pro,新疆,世间风尘与我无关,False,,#陈丽君回复周深粉丝#以前只是个对周深有好感的路人，粉丝们在干嘛，疯了吗，今天又撕上了？感觉看一眼他的视频我好像都要被骂死的程度，太可怕了，哎,21,6,0,123
140,5064886713326745,火锅冒菜烧烤不放辣,7411141828,f,2024-08-08 00:02:36,iPhone客户端,江苏,You are the only thing I need,False,,#陈丽君回复周深粉丝# 鹅，要不，你们谁帮我发一下？因为我目前还无法评论，无法贴图，借一下热搜你们拿去用呗我真的，都没想到能找到这个,511,100,205,31
141,5064886776241454,卡布叻_桃子同学爱听反深代词,2605302933,f,2024-08-08 00:02:51,HUAWEI P60,四川,一代红家生米,True,超话粉丝钻咖（周深超话） 微博原创视频博主,#陈丽君回复周深粉丝# 解解在看吗你粉丝真的骂人好恐怖啊,86,5,5,1.1万
142,5064886843870771,古德猫宁大人,3968672774,f,2024-08-08 00:03:07,拖延症的一天,四川,一个很懒的人😐（abo镇魂防搜,True,超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君回复周深粉丝# 📢8.10/8.11周深南京演唱会两天连唱📢8.10/8.11周深南京演唱会两天连唱📢8.10/8.11周深南京演唱会两天连唱📢8.10/8.11周深南京演唱会两天连唱📢8.10/8.11周深南京演唱会两天连唱@卡布叻_周深,20,3,0,1586
143,5064886914653841,放下随它去吧,3625715801,m,2024-08-08 00:03:24,荣耀70 5G,浙江,,False,,#陈丽君回复周深粉丝# 总策划说这首歌是定下周深演唱后，再由周深去组局制作这首歌的，歌曲表达方向也是由周深定下的，他是参与这首歌曲的创作的。并且戏腔怎么用，用在什么地方都是他参与决定，没有周深就不会有这首《光亮》。周深实在是惨！周深被人网暴，陈丽君那边不停在群里粉丝要求恶意制作虚假视频，不停在抖音买自媒体黑周深。哎@卡布叻_周深,26,0,0,54
144,5064886935886287,孔新迟,1301445190,f,2024-08-08 00:03:29,我超喜欢你iPhone客户端,广东,斜风细雨不须归。,True,超话粉丝大咖（周深超话） 微博剪辑视频博主,#陈丽君回复周深粉丝# 周深《灯火里的中国》的作曲家舒楠老师说，周深是明亮的天籁，而且他是有力量的，因为他有男性的支撑。 让我们拉远视角看看周深的《光亮》支撑力有多强！ @卡布叻_周深 孔新迟的微博视频,359,13,20,6713
145,5064887074559822,小耗子从来不说话,6567357726,f,2024-08-08 00:04:02,微博轻享版,江苏,袉说不说话的小耗子可以长出翅膀,False,,#陈丽君回复周深粉丝#不是，看了一会儿，我问一下，自诩中华传统的传人怎么会是个🇰🇷人啊，这也偷那也偷，偷的还理直气壮小作文一套又一套，唱歌要偷两句名字也要偷两个字，这种事我只在偷国“竞技精神”里看过，上次是偷国人倒反天罡假装扫领奖台，这次精神偷国人倒反天罡跟受害人装绿茶，立刻发卖回偷国,384,15,31,1.2万
146,5064887227386343,胡同堆雪,7277206892,f,2024-08-08 00:04:39,iPhone客户端,广东,好女人上天堂，坏女人可以去任何地方🤗,False,,#陈丽君回复周深粉丝#周深唱的ost解密噢，电影上映快去看看，影视大制作十分精彩@卡布叻_周深,21,0,0,12
147,5064887262250037,甜过头的小白粥_想赚钱给专专版,7454339632,f,2024-08-08 00:04:47,微博视频号,广东,2009的米子，各位可以叫瓦小白粥，备注也可 🙇‍♀️  妈皮经常披着，狼尾会偷偷漏出来🌚💦👉👈,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝#姐姐既然这么爱我们咪姐，那来一个宣传位咯 国家大剧院的微博视频,4,0,0,142
148,5064887300004077,一口一瓶AD钙_,7456162963,f,2024-08-08 00:04:56,米米的Android,辽宁,米缸一粒米,False,,#陈丽君回复周深粉丝#来啦来啦，闲杂人等请避让 “让我穿白衣裳 过疯人巷 去泥潭捞月光”来听 周深唱的《借过一下》。 一口一瓶AD钙_的微博视频,42,0,2,234
149,5064887543795118,偷喝银河,6341999061,f,2024-08-08 00:05:54,吃小猪深Android,山西,固执爱一朵小深花🍑 唯💞歌坛巨星脏脏包（淡网版）,True,娱乐博主 超话粉丝大咖（周深超话） 微博剪辑视频博主,#陈丽君回复周深粉丝# 陈丽君这辈子也就蹭这么一个大的吧这是什么神一样文盲小偷厚脸皮小女孩菌菌啊有没有人来管管啊,55,2,4,4038
150,5064887698463542,嫑和小熊玩,7496047729,f,2024-08-08 00:06:31,卡布啦啾星iPad 5,广东,风雨同周 深情不移,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝# 大家都来听我们周老师的绝美live Artist0929Studio的微博视频,0,0,0,279
151,5064887713931535,卡布叻_桃子同学爱听反深代词,2605302933,f,2024-08-08 00:06:35,HUAWEI P60,四川,一代红家生米,True,超话粉丝钻咖（周深超话） 微博原创视频博主,#陈丽君回复周深粉丝# 这周六都有谁要和周深共度七夕啊让我羡慕羡慕,205,20,3,1.1万
152,5064887829269543,-清酒酒-,2676424894,f,2024-08-08 00:07:02,看我头像谢iPhone 12 Pro Max,山东,月亮那么亮是它的错吗？不，错的是不能容忍它发光的人。,True,超话粉丝大咖（周深超话）,"#陈丽君回复周深粉丝# 。
#陈丽君回应周深粉丝#
嚯，连阴阳ct都干上来了，这就是清清白白无团队素人小女孩吗那我就再发一次呗🤗
p1-p4 长达一年偷梁换柱改他人作品歌名
p5-p7陈丽君道歉后，涉及侵权视频已删除，主办添加标注，全网涉及侵权音源【终于在迟到了一年后】全部更正
p8-p10陈丽君及其粉丝素质一览

⭐️陈粉一直在问为什么之前不说非要同台演出才说。谁会想到陈敢在央视这种正式的舞台上含糊不清过明路？原唱老师就在后台候场呢，粉丝都在蹲直播呢，都贴脸开大了，你说你恶不恶心？
道歉声明还口口声声说已经和主办确认过了，那怎么道歉之后主办又加上了标注？
撒谎成性还不停买yxh买rs全网下黑通稿造谣原唱老师，更是倒反天罡说京腔原曲copy越剧选段🤗这就是道歉的样子？到底是谁不放过谁？

⭐️近年来 版权意识越来越强，这是众多音乐人和听众共同努力的结果。这种半只脚还没有踏入歌手大门混子，歌没唱一首，那点糟烂东西学了个十成十。知道现在还在全平台造谣抹黑颠倒黑白。我不明白，别说实绩图了，连完整独唱的歌曲都没有发行过的替唱文盲混子，到底在嚣张什么？

对的就是对的，错的就是错了。意图剽窃未成功的可能坐不了牢，但这人一定是垃圾🤗
总之“算计的回旋镖都会扎到自己身上”
且看",6279,541,595,2.8万
153,5064887881434651,折枝叻,7399066432,f,2024-08-08 00:07:15,C929星球Android,湖南,我想给你能奔跑的岸头@卡布叻_周深【镇魂防搜】,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝# 周深粉丝推荐大家收听史诗唱片【反深代词】，支持【9.29Hz巡回演唱会】，观看新歌同名热映影片【解密】,21,1,1,220
154,5064887896899784,心动葡萄柚,7568338314,f,2024-08-08 00:07:17,微博视频号,安徽,会一直仰望✨【极致的无聊且无趣自说自话随时暴走精神状态不佳博主本人】,True,娱乐博主 微博原创视频博主,#陈丽君回复周深粉丝# 看到过陈丽君很多线下活动把成语念错、乱用成语的情况....比如“蟾宫折‘挂’”、门懒等....这还怎么继承优秀传统文化....陈丽君粉丝的语文成绩真是令人担忧😞 不如来看看周深的现场活动自由发挥 深啊今天也超好听滴的微博视频,489,29,45,1.2万
155,5064887900571241,LILI哩啷个梨,1826351683,f,2024-08-08 00:07:19,🍊iPhone客户端,北京,主打一个号到处浪，什么圈都转几下。关爱乳腺和甲状腺健康，擅长拉黑。话唠，刷屏预警。,True,超话粉丝大咖（LISA超话）,#陈丽君回复周深粉丝# ｜ #陈丽君 浮生一白# 不白来，都不白来请看陈丽君神级现场，百花开场《浮生一白》舞台 注：视频开头两句“莫听穿林打叶声”“一蓑烟雨任平生”节选自歌曲《光亮》戏腔，由百花主办方团队改编（原唱无版权：周深），词作：[宋]苏轼 LILI哩啷个梨的微博视频,46,9,8,809
156,5064887917609230,仙女猫猫本喵,1492750365,f,2024-08-08 00:07:22,荣耀Magic5,山东,,False,,#陈丽君回复周深粉丝# 都来看看这个ct再次被买是出于什么目的，这么馋我们的活人流量早说啊，何必用如此low的手段！,2,0,0,134
157,5064887919444794,蓝精灵好吃嘛_,5247471422,m,2024-08-08 00:07:24,深米所愿皆成真,江苏,喜欢就好，不喜闭嘴，梦女，慎关，谢谢配合。（镇魂防搜,True,娱乐博主 超话粉丝大咖（周深超话） 微博剪辑视频博主,#陈丽君回复周深粉丝#有买rs的💰拿去报个班多买两本书行吗，这到底是传承传统文化还是误人子弟，细思极恐 迟迟叻的微博视频,16,2,1,2609
158,5064887951165990,芒芒椰椰茶_,7001459218,f,2024-08-08 00:07:31,微博视频号,安徽,每天都想吃掉周深，ns,False,,#陈丽君回复周深粉丝# 原来是米姐的氪金粉 来听周深新专辑反深代词喔 一粒小猫蘸辣椒的微博视频,9,1,1,10
159,5064888150133180,皮一下很开心的彩,1852774355,f,2024-08-08 00:08:19,HarmonyOS设备,北京,寻找属于自己的“小美满”,False,,#陈丽君回复周深粉丝# 来都来了，欢迎收听周深的《我的答案》 ps：又遇到一个爱给自己mai热搜的主，一个话题搞2次…周深粉丝早翻篇了，还在硬蹭[淡淡的] 人民检察概念曲《我的答案》，荣获“五个一工程”奖！ 最高人民检察院的微博视频,16,0,1,3401
160,5064888164816986,唯愿你能得到拯救,7516354158,f,2024-08-08 00:08:22,iPhone客户端,北京,,False,,#陈丽君回复周深粉丝#莫听穿林打叶声，一蓑烟雨任平生”。来听听周深@卡布叻_周深 演唱的《光亮》，和北京房山修德谷太适配适配啦 北京卫视的微博视频,11,0,2,25
161,5064888214619455,起司司司司,5659306081,f,2024-08-08 00:08:34,追随✨✨的Android,广东,你也喜欢我的猫吗？,True,娱乐博主 超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝#怎么还骂人呢 怎么不回应一下自己的粉丝呢,1575,166,108,18.6万
162,5064888229824971,油酥饼难吃,7791585071,f,2024-08-08 00:08:38,关你屁事Android,四川,又来看你大佬了~,True,娱乐博主 微博原创视频博主,#陈丽君回复周深粉丝#前两天不是上过#陈丽君回应周深粉丝# 吗，而且回应已经解释过确认过版权了，这居然还能上第二次,1768,112,11,2.2万
163,5064888271508447,偷喝银河,6341999061,f,2024-08-08 00:08:48,吃小猪深Android,山西,固执爱一朵小深花🍑 唯💞歌坛巨星脏脏包（淡网版）,True,娱乐博主 超话粉丝大咖（周深超话） 微博剪辑视频博主,#陈丽君回复周深粉丝# 陈丽君好会蹭，我靠喜欢她的到底什么人物喜欢她直女卖姬还是喜欢她文盲还是喜欢她偷歌还是喜欢她爱蹭,51,1,3,4038
164,5064888307683626,仇家太多不好暴露名字,7596251915,f,2024-08-08 00:08:56,荣耀60 5G,湖南,【称意即相宜】热爱温暖&amp;认真&amp;干净,False,,#陈丽君回复周深粉丝# 能不能别蹭了[淡淡的]周深@卡布叻_周深 本周六周日南京万人演唱会，连唱两天📢周深本周六周日南京万人演唱会，连唱两天📢周深本周六周日南京万人演唱会，连唱两天📢,0,0,0,19
165,5064888379246616,我产品很久没有在地球出现了,5592321879,m,2024-08-08 00:09:13,Android,四川,你們是真的，我磕一下怎麼了，本來就是真的,True,超话粉丝大咖（珊璐十八弯超话）,#陈丽君回复周深粉丝# 不要薅了不要蹭了，你家光亮大转盘都增加几轮了啊 都回去听你家周光亮唱光亮吧 #请周深粉丝停止造谣#,66,1,0,6.3万
166,5064888445310618,温柔有牙齿进阶版,7742542189,f,2024-08-08 00:09:29,Android,山东,大耗【温柔有牙齿】禁yan中,False,,#陈丽君回复周深粉丝# 陈丽君和电影方和陈丽君粉丝真是完美诠释了什么叫人至见则无敌,322,38,44,1613
167,5064888471257646,朵拉拉是土龙龙,5595700253,f,2024-08-08 00:09:35,废话小天才,河北,就要叠词词,True,超话粉丝大咖（周深超话） 音乐博主,#陈丽君回复周深粉丝# 这是在干什么 周深的《光亮》和周深粉丝都是唐僧肉啊,1044,73,63,3.6万
168,5064888714267431,Fasion在呢喃,7564379722,f,2024-08-08 00:10:33,iPhone 14 Pro,江苏,【神塑【智性恋【慕强【小短脸爱好者,False,,#陈丽君回复周深粉丝#给不明白的路人解释一下➡️起因陈丽君舞台侵权 ➡️周深粉丝维权😠 ➡️官方删除侵权部分👍🏻 ➡️陈某一看官方都删了，急了赶紧发博道歉 ➡️陈丽君粉丝蒸煮无行程闲得纠缠不休🤬 ➡️周深粉丝希望其约束粉丝不要无理取闹🙅 ➡️陈丽君本人下场回复挑动粉丝情绪引导网//暴素人，周深及粉丝无妄之灾。明明事情已经过去好几天了可陈团队依旧在买rs，喜欢到处蹭热度的小姐姐一枚呀,41,1,1,67
169,5064888848487788,下载个微博追周深,6706418119,f,2024-08-08 00:11:05,iQOO 10 Pro 赛道传奇,内蒙古,多做少想，天天开心！,False,,#陈丽君回复周深粉丝#这件事热度高居不下应该不止有当事人粉丝们的参与，还有其他心怀不轨的人暗中浑水摸鱼推波助澜，侧面反映出的依旧是那个水灵灵的真相：周深实力和热度太强，如日中天，就会刺到一些人的眼睛。真正的光亮就是这样，让黑暗无处遁形。,22,4,1,6
170,5064889001316824,垚宇yaoyao,5637413637,f,2024-08-08 00:11:42,iQOO Neo6 强悍操控,浙江,啊啊啊啊！不知道写啥！！！喜欢深深❤️,False,,原博太惨了，陈丽君偷歌不成，还引导粉丝网暴素人，这就是陈粉口中的30+小女孩，从没见过如此厚颜无耻之人#陈丽君 偷歌# #陈丽君回复周深粉丝#,212,8,22,1.5万
171,5064889002886940,反深代词就是神人间能得几回闻,6990271712,f,2024-08-08 00:11:42,周深的生米Android,山东,周深是我的第一顺位  互联网著名深宝女,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君回复周深粉丝#陈丽君前半生在卖🍵，后半生也在卖🍵,115,10,3,3567
172,5064889066066925,zheshi-JinJin,5538802873,f,2024-08-08 00:11:57,所愿皆成真,浙江,需要镇魂 日常发疯,True,微博原创视频博主,#陈丽君回复周深粉丝#🩷#陈丽君浮生一白# 不会还有人没听过陈丽君唱的浮生一白吧～不会吧不会吧？看陈丽君唱歌真的悦耳又悦目@陈丽君_点绛唇 zheshi-JinJin的微博视频,43,1,3,1490
173,5064889071046381,_Lu19,6649776087,m,2024-08-08 00:11:58,Xiaomi 14,广东,镇魂丨就当茶莉的舔狗，看不惯就拱👊🏻,False,,#陈丽君回复周深粉丝# 好了好了，知道君君在意周深粉丝的评价了，能得到君君的在意真的很荣幸但是今天这个热搜怎么还带上了电影白蛇3的标签啊这个tag不是专为我们米姐建的吗，怎么还会有其他的东西我吃醋了，我生气了，君君快点给我一个解释@陈丽君_点绛唇 君君胆敢在我们周深粉丝的tag里面带上白蛇的标签，那就惩罚君君去看电影解密，听周深献唱的《解密》电影同名主题曲吧，这样的话我勉为其难原谅君君啦,25,7,1,191
174,5064889082839752,甜过头的小白粥_想赚钱给专专版,7454339632,f,2024-08-08 00:12:00,微博视频号,广东,2009的米子，各位可以叫瓦小白粥，备注也可 🙇‍♀️  妈皮经常披着，狼尾会偷偷漏出来🌚💦👉👈,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝#既然陈姐这么爱我们米姐，那就来欣赏一下我们演唱会的饭拍吧 Hyperspace_周深图频的微博视频,1,0,0,142
175,5064889104334920,是一条金鱼呀,5913871342,f,2024-08-08 00:12:05,nova12系列出色蓝不住,北京,互联网好离谱,False,,#陈丽君回复周深粉丝#哈哈哈哈哈哈哈哈哈哈电影白蛇浮生 蹭吧蹭吧，别把自己蹭没了,6,0,0,136
176,5064889125831937,花酱守护神,6238225375,m,2024-08-08 00:12:11,iPhone客户端,四川,,False,,#陈丽君回复周深粉丝#啊！真会营销，真会蹭,21,1,0,23
177,5064889145760471,深啊今天也听反深代词,3123996041,f,2024-08-08 00:12:16,反深代词·龙重登场,上海,我什么时候才能拥有周深二专to签合照！ 【除了特别备注🈲️搬运的视频，我的物料可以自行搬运/二创，但是需要标注出处，不可以抹掉我的水印,True,超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君回复周深粉丝# 知道你接个ost不容易，但这种伤敌一百自损八千的献祭行为是谁教的？自己的ost不火在自己身上找原因，别来偷别人的歌OK？@陈丽君_点绛唇,515,34,11,8271
178,5064889246941436,啾星星_你的宝贝米子努力来见你,5343748507,f,2024-08-08 00:12:39,微博视频号,天津,周深你就是我的小太阳啊ꈍᴗꈍ  只爱周深  其他各类垃圾别来烦我,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝# 跳梁🤡 啧啧啧 正好睡前听一听我们超好听的《解密》 电影解密的微博视频,4,0,0,126
179,5064889292292190,我产品很久没有在地球出现了,5592321879,m,2024-08-08 00:12:50,Android,四川,你們是真的，我磕一下怎麼了，本來就是真的,True,超话粉丝大咖（珊璐十八弯超话）,#陈丽君回复周深粉丝# 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，光亮粉就这么喜欢优秀党员，优秀越剧演员陈丽君啊， 天天可劲偷拿小号🎺关注超话关注陈丽君 念念不忘陈丽君,10,2,2,6.3万
180,5064889310120867,你今天更卓越一点点了吗,5845866880,f,2024-08-08 00:12:55,OPPO A93 5G,山东,我不骂你不是你不欠骂，而是我有素质,False,,#陈丽君回复周深粉丝#戏曲界玖月晞,26,7,1,5
181,5064889415242973,冰岛可以牧鲸嘛-,6231331970,f,2024-08-08 00:13:20,微博网页版,湖北,anonymous|周深大桔大利 在考试 请叫我下线,False,,#陈丽君回复周深粉丝# 原来是这个电影的宣传呀，这个姐姐好惨哦。 不过另一部电影解密更好看，周深的主题曲也唱得特别强！ivocal的都懂解密主题曲的含金量。,63,1,2,129
182,5064889437782794,-清酒酒-,2676424894,f,2024-08-08 00:13:26,看我头像谢iPhone 12 Pro Max,山东,月亮那么亮是它的错吗？不，错的是不能容忍它发光的人。,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝##陈丽君回应周深粉丝# 不如来看看整个闹剧最大受害者周老师平时是怎么回复周深粉丝的 周深老师每条微博都会至少和歌迷互动二十条哦，会表达感谢，会说辛苦了，还会让你好好爱自己好好照顾自己，要天天开心 还有特别可爱的斗嘴撒娇嘻嘻@卡布叻_周深 点击就看,1595,92,104,2.8万
183,5064889450365828,我想吃锅巴土豆,7209596594,f,2024-08-08 00:13:29,蚊子钻被窝,江苏,我是我担的狗谁骂他我咬谁,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君回复周深粉丝#大家好，我是陈丽君，目前已经悄悄将别人歌的戏腔君了变成我的，天杀的现在居然被发现了，由于买yxh已经花费太多，所以我选择向外求助，疯狂星期四，vx转我五十块，亲自下场感谢你。,105,12,5,1870
184,5064889599267116,四月拾意,6611676138,m,2024-08-08 00:14:04,拾意月球,河南,"for ahyeon, jisoo,winter......",True,娱乐博主,#陈丽君回复周深粉丝#什么意思 ？？又又回复一次吗？？怎么看不懂问题还没有解决吗？,86,14,0,1.3万
185,5064889678172739,_星子_入眸,7410135475,m,2024-08-08 00:14:23,iPhone客户端,广东,,False,,#陈丽君回复周深粉丝#快来看啊，这么喜欢热搜，那就来看看点有营养好看的,28,1,0,19
186,5064889729288172,__收集时光__,5471376657,f,2024-08-08 00:14:35,华为手机,台湾,让我想想，再想想，一想再想,False,,#陈丽君回复周深粉丝# 這誰？來聽周深為《熱辣滚燙》唱的大熱曲！ 你看小狗在叫，樹葉會笑，風聲在呢喃～ 《小美满》 Q音：小美满 @卡布叻_周深 #周深光亮和房山修德谷有多适配#,10,0,0,22
187,5064889821563483,猫的尾巴可以变小猫,5652441505,m,2024-08-08 00:14:57,尊嘟超爱你,浙江,此人很复杂 简介不了  镇魂,True,摄影博主 超话创作官（周深超话）,#陈丽君回复周深粉丝# 21世纪了 扫盲怎么还没扫到@陈丽君_点绛唇 门槛读成门lan ，耳濡目染读成耳xu 目染 蟾宫折桂搞成蟾宫折挂 #陈丽君 偷歌# 猫的尾巴可以变小猫的微博视频,6,0,1,1.2万
188,5064889855115310,雪今天看书了吗,7470137475,f,2024-08-08 00:15:04,微博视频号,辽宁,藏住星辰大海 拥有诗和远方.,False,,#周深光亮和房山修德谷有多适配##陈丽君回复周深粉丝# “莫听穿林打叶声 一蓑烟雨任平生 畅音阁里终一叙 六百年一粟 沧海一梦” ——周深《光亮》 哔哩哔哩夏日毕业歌会的微博视频,8,0,0,227
189,5064889892079596,越来越好深深C929,7444394258,f,2024-08-08 00:15:14,nova7你在焦点在,广东,,False,,#陈丽君回复周深粉丝#宣传电影啊，《解密》很好看啊！大家都去看解密吧，电影拍的好看，周深唱的同名歌曲《解密》超级好听！,29,1,0,56
190,5064889934545722,_甜心小苦瓜_,7186732351,f,2024-08-08 00:15:24,iPhone客户端,湖南,神奇的鸡蛋纺纱机,False,,#陈丽君回复周深粉丝#点你名呢小姐姐,109,0,2,40
191,5064890150555356,我遥远的秘密的,7517015145,f,2024-08-08 00:16:16,iPhone客户端,天津,西南蛊王就是说,False,,#陈丽君回复周深粉丝# 偷歌之余还要偷数据，我真是个大善人，又被陈丽君女士偷到了#周深献唱电影解密主题曲#算了，还是去看看电影解密吧，大家要离偷姐远点，被粘上就会被偷，电影《解密》值得一看,75,4,3,10
192,5064890167331324,放下随它去吧,3625715801,m,2024-08-08 00:16:20,荣耀70 5G,浙江,,False,,#陈丽君回复周深粉丝#我去过周深现场演唱会，《光亮》现场周深震撼好听舒展大气，绝不是陈丽君制作恶意对比视频踩周深的那个效果。周深老师和他的粉丝真的实在太惨了。你叫周深怎么回应，知道你偷了我的歌？要我原谅你一直偷我歌，允许你继续偷我的歌？？陈丽君还在抖音买自媒体黑周深，还在继续制作虚假音频对比视频黑周深。@卡布叻_周深,18,4,1,54
193,5064890272187100,长发及腰不好梳哟,7514864403,f,2024-08-08 00:16:45,Android,山东,,False,,#陈丽君回复周深粉丝#懂了！！！原来是为了营销呀！！陈丽君跟电影方这是商量好了？就硬蹭是吧！！见识了！！,22,2,0,1
194,5064890277953901,周深我会奔向你,7357879518,f,2024-08-08 00:16:45,周深超话,上海,纯电,False,,周深#陈丽君回复周深粉丝# #周深说解密很适合多刷#别蹭，路人都烦了。来听周深给电影解密唱的同名中文主题曲《解密》，欢迎大家去电影院看电影《解密》听周深唱的《解密》中国电影报道的微博视频,9,3,0,141
195,5064890277956751,密斯戴Daisy,1890169150,f,2024-08-08 00:16:46,Android,上海,,False,,#陈丽君回复周深粉丝# 这种热搜真的好吗？一方公众人物一方素人粉丝，已经上过的热搜再上一次？把素人拖出来两遍做什么？太炸裂了。,160,16,1,98
196,5064890456740657,唯景_128,1891702564,f,2024-08-08 00:17:29,iPhone客户端,上海,╮(╯▽╰)╭,False,,#陈丽君回复周深粉丝#搞阴阳热搜是几个意思？？还带上电影宣传啊？？大姐糊死了吧连这热度都要谁买的很清楚了吧？,25,4,3,106
197,5064890475876268,礼貌嘛少管我,7397185335,f,2024-08-08 00:17:33,iQOO U3 性能小金刚,河北,,False,,#陈丽君回复周深粉丝#又上热搜了怎么？别蹭了小姐姐,16,4,0,7
198,5064890479808507,milk馥馥香,7887568383,f,2024-08-08 00:17:34,HarmonyOS设备,湖南,爱上龙馥之后，我也爱上了“相爱”这个词,True,微博原创视频博主,#陈丽君回复周深粉丝#陈丽君姐姐对待舞台和越剧都是非常认真并且真诚的，本人的性格也真诚可爱，周深也是一位非常好歌手，期待合作呀！ milk馥馥香的微博视频,23,2,1,3766
199,5064890635785083,再来一个还是想不出名字,6054595230,f,2024-08-08 00:18:11,iPhone客户端,浙江,,False,,#陈丽君回复周深粉丝#呜呜呜，肯定是陈丽君粉丝捧在手心当宝的ost糊得没有一丝水花对宣传电影毫无作用，才开始想些歪门邪道吧毕竟蹭不上当红歌手只能蹭蹭人家粉丝了,20,3,0,51
200,5064890689783732,偷喝银河,6341999061,f,2024-08-08 00:18:24,吃小猪深Android,山西,固执爱一朵小深花🍑 唯💞歌坛巨星脏脏包（淡网版）,True,娱乐博主 超话粉丝大咖（周深超话） 微博剪辑视频博主,#陈丽君回复周深粉丝# 陈丽君粉丝为什么到我微博下面骂人啊和菌菌真是一家子@陈丽君_点绛唇 喜欢你的人真是一点门懒都不需要而且还被你耳需目染成这样，真是拜粗矿的你所赐,117,0,9,4038
201,5064890811154615,寄于92年0603曲,6581981255,f,2024-08-08 00:18:52,快乐小狗的HarmonyOS设备,广西,“看天地见众生做自己.”,True,娱乐博主 超话创作官（宇露君沾超话） 微博原创视频博主,#陈丽君回复周深粉丝# 真不是我说 这事没完没了呢是吧过去几天了 还要抓着无辜女演员这个rs不放 道歉了吗@卡布叻_周深 没素质,19,7,0,7626
202,5064890838421126,大米小米缸里的米,1731619093,f,2024-08-08 00:19:00,微博视频号,河北,唯zs【镇魂。,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝# 想说的在图里，z浪你再夹我一个试试！ 白御新的微博视频,10,2,1,169
